Restaurant,description
Jam Cafe on Beatty,"Last time I came I didn't bring my passport so I couldn't try the Jam Royals which I really want to try. So I just tried the meal it tasted good. Today I have been waiting on line for an hour and asked a lady Can I just get a coffee she said yes! After I got a sit and finally got my special coffee (Jam Royals- tastes really good) there is an lady who is wearing glasses keep coming and asked me order food. I said I'm ok. She came again I said I'm full. She said normally people come not just a coffee. I said but I'm full. And I saw another service asked her would you want me to change my sit to the bar so people can come to sit. She said you're alright don't worry very nice lady. Then the girl who is wearing glasses came to ask again are you ok? Do you want some food? ... I feel so sad, I can't just get a coffee today? She keep asking me order food more than five times I feel so bad...... feels like I'm a bad person......"
Jam Cafe on Beatty,"Huge portions, excellent coffee, not the typical breakfast fare. I highly recommend splitting up breakfast unless you are a super eater. We tried the pesto eggs with biscuits. Be prepared for a strange color of scrambled eggs. I think they did a good job but I am not a fan of pesto with eggs. The biscuit was huge and one half was plenty for one person. I can imagine their pancakes are amazing."
Jam Cafe on Beatty,Loved the food and service! So many fried chicken options I felt like I was in heaven. Only downside is the long wait. My advice.. find a friend who is willing to wait in line for you.. then show up when it's time to chow down!
Jam Cafe on Beatty,"Came here on a Sunday afternoon at 1pm and lined up and waited for about 40 mins wait. Menu is very extensive and I ended up with the Little Charlie. It was the small one but the portion is huge. Good value for $12.00. However, there was not much ham and cheese, just lots of potatoes. It was hard to eat out of a bowl without breaking the eggs or eating the eggs first. Service was great and came around checking to make sure water was filled up and everything was good. The caesar was really good compare to other places."
Jam Cafe on Beatty,"We are considering moving to Canada so that we can eat here more often.

There was the expected wait in line for a table, but the food was exceptional. The gravy coop was great on every respect. My wife's cinnamon bun pancakes tasted like Cinnabon in the best way. Also noted that an order of pancakes here could feed three hungry people.

Service was also great, our server was very nice.

Overall one of the best brunch places we've ever found."
Jam Cafe on Beatty,"OMG this place is so delicious!  2 things: I don't usually visit a restaurant twice in an unfamiliar area and I don't order biscuits and gravy out.  I ordered the Gravy Couple just based on popularity and it was amazing.  I'm very skeptical of eating biscuits outside of the South and getting gravy out is even rarer for me. I was amazed by both! Who knew Vancouver could make delicious biscuits?  (For the record,  I don't eat any biscuits in SoCal). And the chicken along with the gravy made this an amazing dish.  I loved the dish so much that I came back two days later to order the Green Eggs and Ham.  Also,  was not disappointed.  Next time I'm in Vancouver,  I'll be sure hit this place up."
Jam Cafe on Beatty,Probably the best brunch I've ever had.  Super cute atmosphere too.  Ordered the jammer mimosa and the bourbonator caesar.  Both were excellent!  The old town breakfast was super simple and SO delicious.  Can't wait to come back next time I'm in town!
Jam Cafe on Beatty,"I'm glad Jam has opened a spot in Vancouver. I loved my visit to Victoria. It is busy though, and i think they will stay that way for a very long time. We went at 11am on a Thursday and still had a 20-30 minute wait (the weekends must be insane) The food is great, big portions and delicious. The pancakes are huge! My friend ordered one for the side and it was massive. My only gripe is the hostess at the front is very unorganized. Do we just wait in line, do we need to put our names down?? I got asked at least three times what the procedure was and I also had no idea. Some communication with your waiting guests would be appreciated."
Jam Cafe on Beatty,Wow! This place was totally worth the wait. My husband and I arrived around 9:00 and had to wait 20-25 minutes. Inside was very cozy and we both had Irish coffees to warm us up. My husband loved his chicken and waffles! I ordered the gravy coops with fried chicken. We barely finished our food because the portions were big and the food is very rich but we couldn't stop eating! So so so delicious.
Jam Cafe on Beatty,"Absolutely made our trip to Vancouver! We received a recommendation (more like demand) that we go to the jam cafe for breakfast by a wonderful bartender/cocktail artist at the Pourhouse in Gastown. We arrived later in the morning and a nice line had already formed. We waited for about an hour, but when we finally got seated it was certainly worth it. The French toast with bananas and strawberries was amazing, and my husband overestimated his stomach and went for the Charlie bowl. Neither of us could get through half of our plates! The service was very fast and lovely. Amazing food at good prices. I learned there is also an original location in downtown Victoria where we are headed next, so we will have to get another visit in!"
Jam Cafe on Beatty,"If you don't have to wait too long, this is a great breakfast spot.  Service was fast and friendly, decor is hipster country cool, and the food, most importantly, was fresh and flavourful.  I wouldn't line up for an hour, but is a definite recommend."
Jam Cafe on Beatty,"Super delicious chicken and waffles. Waffles a little soft for my liking...I like a little more crunch on the outside but solid solid dish. Great fried chicken, and gravy. Larger portions here then I've seen at most places in Vancouver. Hearty food all around. It'll all stick to your ribs. Except maybe the yogurt...they've got something for everyone. :)"
Jam Cafe on Beatty,"My family of five went several times on a recent trip. Very creative menu, large portions, super friendly staff and the kitchen was happy to make adjustments to accommodate our desires. As lovely as Vancouver is, there are not many great breakfast spots, especially near the Chinatown Skytrain stop. This would be popular is any city. Yes, we waited 30 minutes every time, but at least we knew exactly what we were getting into. It's just a line and you stay in it."
Jam Cafe on Beatty,"I had the little Charlie bowl, and now I have trust issues because it was not little at all lol it was delicious ! The line was long but I found it moved quite quickly and best of all service was great !"
